"V1","V2",
0.011131,0.016125,
0.0039196,0.026168,
-0.0048146,0.022723,
-0.0077143,0.0044816,
0.00041294,-0.020147,
0.0079754,-0.036254,
0.0031265,-0.033969,
-0.00067579,-0.017161,
0.0047562,0.0041172,
0.00035351,0.021362,
-0.013298,0.024804,
-0.0087238,0.008746,
0.0074156,-0.016221,
0.0039517,-0.032029,
-0.0064713,-0.033127,
0.0043139,-0.023338,
0.020047,-0.0036131,
0.016588,0.022343,
0.0015949,0.040964,
-0.0094271,0.037848,
-0.013,0.010896,
-0.0082879,-0.027471,
0.0035086,-0.056635,
0.0099535,-0.058657,
0.0076393,-0.03151,
0.012778,0.0098721,
0.021467,0.047569,
0.010037,0.067374,
-0.0088764,0.056306,
-0.0078882,0.014005,
0.0018759,-0.037745,
0.011718,-0.07019,
0.025947,-0.064562,
0.024489,-0.020245,
0.0087861,0.03867,
0.0058329,0.077818,
0.0056302,0.078465,
-0.0012861,0.04202,
0.0039427,-0.014114,
0.010563,-0.060437,
0.0055108,-0.073808,
0.010798,-0.051194,
0.014513,-0.0036489,
-0.0060675,0.045336,
-0.011855,0.065392,
0.011433,0.047235,
0.016814,0.010311,
0.0058117,-0.024391,
0.013774,-0.044483,
0.022021,-0.038912,
0.011625,-0.0089039,
0.0054296,0.026267,
0.0065258,0.047337,
0.0055198,0.045591,
0.014165,0.023336,
0.027767,-0.0038572,
0.024226,-0.017842,
0.0069884,-0.014608,
0.0012488,-0.0036893,
0.012937,0.0070697,
0.018637,0.017164,
0.0077249,0.024106,
0.0025925,0.020784,
0.014147,0.0075331,
0.021862,-0.0043777,
0.014603,-0.0065798,
-0.00062717,-0.0017071,
-0.015367,0.00076131,
-0.013541,-0.006179,
0.0028841,-0.017849,
0.0069676,-0.022311,
0.0022628,-0.015943,
0.011679,-0.0034754,
0.023211,0.012799,
0.021637,0.0298,
0.014633,0.039292,
-0.0024794,0.033816,
-0.022294,0.0092229,
-0.011774,-0.029466,
0.014995,-0.059077,
0.017861,-0.055919,
0.0081771,-0.021704,
0.0047283,0.021924,
0.00011015,0.052056,
0.0056616,0.054171,
0.024923,0.03195,
0.026936,0.0047765,
0.014319,-0.013509,
0.016609,-0.019562,
0.021846,-0.010836,
0.013872,0.0093632,
0.004919,0.027879,
-0.0011434,0.032215,
0.00050166,0.018714,
0.018641,-0.0039331,
0.028312,-0.017463,
0.0080202,-0.012755,
-0.009956,-0.0011281,
0.0006121,0.0044346,
0.016015,0.0056144,
0.014405,0.0083533,
0.0029771,0.010916,
-0.0025542,0.0074789,
0.0015389,-0.0024369,
0.0039507,-0.012377,
0.00057954,-0.0169,
0.00027692,-0.015395,
0.0030101,-0.0091016,
0.0022519,-0.00024575,
0.0035012,0.0068982,
0.0077268,0.0097807,
0.004116,0.0088256,
0.0012425,0.0033168,
0.011256,-0.0045276,
0.016871,-0.0072063,
0.0072792,-0.0017871,
0.0013534,0.0051555,
0.0081566,0.0080392,
0.01756,0.0085864,
0.01928,0.010524,
0.0038117,0.01322,
-0.013187,0.0088289,
-0.0054302,-0.0068395,
0.0041951,-0.023262,
-0.0059667,-0.02953,
-0.0051282,-0.026499,
0.011478,-0.015523,
0.014006,0.00401,
0.010485,0.02415,
0.014739,0.034629,
0.010825,0.032468,
0.0043068,0.01786,
0.010975,-0.0039334,
0.01325,-0.020084,
0.0027166,-0.02292,
-0.0013301,-0.016001,
0.0022825,-0.0049087,
-0.001961,0.005934,
-0.0091063,0.0097521,
-0.0033794,0.0026663,
0.010001,-0.0089033,
0.01709,-0.013782,
0.01433,-0.0070118,
0.0025746,0.0062906,
-0.0054014,0.014661,
0.0065719,0.011742,
0.022291,0.0044435,
0.0164,0.002417,
0.006962,0.0042856,
0.019089,0.0057397,
0.033908,0.010956,
0.02546,0.022983,
-0.0022095,0.03203,
-0.023517,0.022326,
-0.016841,-0.0092498,
0.0043602,-0.044106,
0.0078956,-0.057547,
-0.0028814,-0.042887,
0.0016689,-0.012421,
0.013901,0.020333,
0.006558,0.044539,
-0.0026887,0.047018,
0.010007,0.024861,
0.02429,-0.0050982,
0.020993,-0.022762,
0.008753,-0.022012,
-0.0017776,-0.0096175,
-0.0059599,0.0033243,
-0.0059275,0.0087297,
-0.006586,0.0045303,
-0.0039697,-0.0068869,
0.00176,-0.018578,
0.0063812,-0.022807,
0.012754,-0.015748,
0.01159,0.0011945,
-0.00044848,0.018773,
-0.00087292,0.024335,
0.011745,0.01606,
0.016541,0.003531,
0.014797,-0.0048893,
0.01579,-0.0060422,
0.013959,0.00028506,
0.0061906,0.0098117,
-0.0022212,0.014562,
-0.004912,0.0089255,
0.0041215,-0.0048177,
0.01479,-0.01599,
0.0090101,-0.015524,
-0.0045358,-0.0067374,
-0.0059454,0.00050301,
-0.00080554,0.0021199,
-0.0031287,-0.00050957,
-0.0055436,-0.0067115,
0.0014443,-0.014109,
0.0092345,-0.016318,
0.0098499,-0.0093468,
0.0041498,0.0032945,
-0.0017552,0.012989,
0.00088125,0.013158,
0.010112,0.0055524,
0.019297,-0.0018864,
0.02196,-0.0017272,
0.0072073,0.006149,
-0.0096634,0.011312,
0.00035216,0.0051998,
0.010339,-0.00514,
-0.0082621,-0.011536,
-0.0093072,-0.017701,
0.019742,-0.020768,
0.022632,-0.0086203,
0.0045007,0.013688,
0.010232,0.028979,
0.024648,0.032593,
0.020325,0.029046,
0.0094402,0.018942,
0.0091716,0.0031279,
0.017633,-0.010915,
0.018443,-0.013679,
0.0080106,-0.004469,
0.0085246,0.0078852,
0.018108,0.017707,
0.011215,0.023907,
0.0010982,0.021267,
0.0073552,0.0078573,
0.011422,-0.0075087,
0.0060825,-0.016107,
0.0053207,-0.016193,
0.0065865,-0.0087536,
0.0070744,0.0027824,
0.0090384,0.013189,
0.00096484,0.018091,
-0.008309,0.012195,
0.0040209,-0.0043265,
0.018733,-0.018276,
0.013621,-0.017624,
0.004075,-0.0052202,
1.2543e-05,0.0084207,
0.00048347,0.0149,
0.0076075,0.012165,
0.0083686,0.0047979,
-0.0029402,-0.0035098,
-0.0080068,-0.013319,
-0.0019982,-0.02217,
0.010085,-0.023429,
0.027283,-0.01135,
0.031138,0.01478,
0.016867,0.043472,
0.010477,0.055896,
0.015549,0.044506,
0.01548,0.017651,
0.011296,-0.011116,
0.0035941,-0.030254,
-0.011841,-0.035447,
-0.015757,-0.031547,
0.0034436,-0.022096,
0.014668,-0.0043069,
7.6718e-05,0.017392,
-0.011867,0.02729,
-0.0061415,0.016729,
-0.0029848,-0.0063856,
-0.0078243,-0.029304,
-0.0050275,-0.04311,
0.0055926,-0.040654,
0.01283,-0.019582,
0.013353,0.012218,
0.014772,0.039927,
0.024886,0.052135,
0.029555,0.048339,
0.014311,0.032727,
-0.0015706,0.0071531,
0.0012974,-0.02253,
0.0081607,-0.04166,
0.0013414,-0.039716,
-0.010323,-0.021768,
-0.010313,-0.0018308,
0.0035644,0.010925,
0.019021,0.017187,
0.023011,0.021049,
0.016582,0.02273,
0.0081397,0.018943,
0.0023334,0.0080411,
0.0034564,-0.0070427,
0.013434,-0.01848,
0.021154,-0.017056,
0.010801,-0.0013428,
-0.010183,0.015922,
-0.017261,0.018028,
-0.0071469,0.0019991,
0.00015968,-0.019768,
-0.00036649,-0.033776,
0.0074095,-0.033641,
0.015595,-0.017018,
0.0018853,0.010041,
-0.011018,0.028994,
0.00243,0.026975,
0.0091049,0.011002,
-0.0086082,-0.0084359,
-0.0092802,-0.028511,
0.011192,-0.04002,
0.0096613,-0.030594,
-0.0049206,-0.0062828,
0.0039221,0.015615,
0.021516,0.028654,
0.020464,0.034354,
0.012025,0.03056,
0.011993,0.016465,
0.0090985,-0.0014463,
-0.00013341,-0.016199,
0.0029552,-0.0247,
0.014641,-0.022048,
0.013223,-0.0057197,
0.0068511,0.015517,
0.0097909,0.029386,
0.0070433,0.030572,
-0.00049279,0.018059,
0.0086295,-0.0039379,
0.018113,-0.021108,
0.0050858,-0.022636,
-0.0056384,-0.013773,
0.0059069,-0.0032839,
0.012889,0.0080557,
0.0029941,0.017692,
0.0015565,0.017873,
0.008198,0.0084378,
0.003031,-0.0035126,
-0.0002915,-0.014097,
0.013576,-0.019372,
0.023169,-0.011704,
0.0086272,0.0080756,
-0.010335,0.024153,
-0.0055481,0.02177,
0.011062,0.0049479,
0.011328,-0.011175,
0.0031175,-0.018746,
0.0048238,-0.017834,
0.0049438,-0.0091978,
-0.0012382,0.0025363,
0.0021536,0.0097374,
0.013374,0.010889,
0.018262,0.010381,
0.011923,0.010612,
0.0042831,0.0089075,
0.00924,0.0032422,
0.016183,-0.0016574,
0.011357,-0.0010516,
0.010189,0.0029253,
0.017179,0.0079339,
0.010564,0.013809,
-0.0029964,0.014966,
0.003493,0.0061338,
0.020621,-0.0052919,
0.021844,-0.0071463,
0.0066624,0.0012953,
-0.0027699,0.0094392,
0.010189,0.0099635,
0.025353,0.0083012,
0.011212,0.010917,
-0.013273,0.010575,
-0.0094052,-0.0020267,
0.0066094,-0.019188,
0.0061893,-0.026593,
0.0079874,-0.020834,
0.02016,-0.0041289,
0.017742,0.019537,
0.0063758,0.037946,
0.0098062,0.03888,
0.013264,0.02387,
0.0014939,0.0017327,
0.0011221,-0.021124,
0.017764,-0.033892,
0.018472,-0.025165,
0.0066955,4.7872e-05,
0.0045389,0.024694,
0.0013739,0.035878,
-0.00086127,0.028029,
0.010712,0.0055308,
0.011109,-0.016097,
-0.0072146,-0.027228,
-0.0097471,-0.030249,
0.0024047,-0.025487,
0.0079861,-0.011042,
0.014862,0.0088085,
0.016254,0.027541,
0.0035707,0.036706,
0.0045336,0.02809,
0.017983,0.0073561,
0.01068,-0.010555,
-0.0003122,-0.020192,
0.0082311,-0.021654,
0.010466,-0.012118,
0.0088858,0.004506,
0.022866,0.020369,
0.023226,0.033286,
0.0070849,0.037485,
0.0066809,0.025652,
0.0057815,0.0032735,
-0.003764,-0.019539,
0.0092934,-0.035079,
0.020763,-0.031621,
-0.0019394,-0.0083299,
-0.013879,0.014235,
0.0066837,0.021294,
0.019343,0.018392,
0.015424,0.012993,
0.012178,0.0066822,
0.009877,0.00093761,
0.0089184,-0.0026582,
0.009448,-0.0031098,
0.0079614,-0.00037995,
0.009682,0.0036436,
0.01406,0.0078287,
0.01171,0.011813,
0.0079457,0.01296,
0.010269,0.0094996,
0.011067,0.0041076,
0.0074167,-0.00039675,
0.010564,-0.0032272,
0.025397,-0.0015056,
0.032029,0.0097863,
0.013445,0.027066,
-0.0041512,0.034407,
0.0055815,0.022291,
0.012154,0.00074657,
-0.0092348,-0.017927,
-0.021081,-0.033632,
-0.0054441,-0.043901,
0.0042396,-0.038453,
0.0046877,-0.016486,
0.012244,0.011664,
0.013202,0.035474,
0.0046032,0.044604,
0.0034031,0.032591,
0.0052447,0.0055381,
0.002164,-0.02259,
0.0047507,-0.039709,
0.0099039,-0.037541,
0.0030086,-0.016701,
-0.0054521,0.0092066,
0.00046325,0.024807,
0.009328,0.025856,
0.0097414,0.016289,
0.014831,0.0020349,
0.025925,-0.0075339,
0.024837,-0.0040682,
0.015175,0.0096183,
0.0072572,0.022597,
-0.003234,0.025043,
-0.0075972,0.012033,
0.0064315,-0.010873,
0.024261,-0.026567,
0.020213,-0.021127,
-0.0011331,-0.00014409,
-0.0032904,0.017347,
0.015748,0.022698,
0.013262,0.02112,
-0.0021252,0.012972,
0.013794,-0.0026019,
0.028472,-0.012087,
0.0043629,-0.0065166,
-0.007985,0.0017163,
0.015218,0.0040754,
0.02345,0.0083341,
0.0032989,0.015611,
-0.005478,0.014791,
0.010722,0.003369,
0.023892,-0.0064642,
0.015134,-0.0050997,
0.0013416,0.0028326,
0.0013666,0.0076908,
0.0040428,0.006918,
-0.0021849,0.0019294,
-0.00095987,-0.0068319,
0.016838,-0.013978,
0.026489,-0.0092642,
0.010525,0.0080612,
-0.0053127,0.022886,
7.6066e-05,0.022188,
0.0059885,0.0089135,
0.0019644,-0.007786,
0.0023759,-0.021086,
0.0075009,-0.025022,
0.010417,-0.016312,
0.012349,0.0016167,
0.013808,0.020866,
0.012755,0.033147,
0.0093408,0.032759,
0.0071397,0.019197,
0.0066954,-0.0014348,
0.0039854,-0.019608,
0.0039726,-0.028195,
0.013597,-0.023501,
0.019328,-0.0045787,
0.0094759,0.021048,
-0.0024393,0.037098,
-0.0033946,0.031881,
0.00376,0.0086674,
0.0072458,-0.017915,
0.0016213,-0.034112,
0.00095074,-0.035081,
0.012666,-0.021246,
0.020871,0.0047213,
0.018482,0.033477,
0.016037,0.051035,
0.011817,0.048732,
0.00043729,0.026645,
-0.0017998,-0.0081831,
0.0091419,-0.039611,
0.013597,-0.049237,
0.010416,-0.031941,
0.005964,0.0012828,
-0.0033697,0.031578,
-0.0043831,0.041621,
0.0074312,0.028022,
0.007094,0.0027972,
-0.0011403,-0.021665,
0.0036189,-0.036951,
0.0068513,-0.035105,
0.0061173,-0.016664,
0.013253,0.0089728,
0.012725,0.032114,
0.0076449,0.042144,
0.011428,0.033701,
0.0050747,0.012638,
-0.0041314,-0.013211,
0.0064957,-0.034744,
0.010301,-0.038663,
0.0038193,-0.022791,
0.018454,0.0028331,
0.02552,0.031243,
0.0052799,0.051376,
0.0037201,0.04714,
0.020896,0.021455,
0.02179,-0.0060098,
0.019409,-0.02141,
0.021162,-0.019266,
0.011792,-0.0016646,
0.0028135,0.018535,
-7.2414e-05,0.027954,
-0.0061763,0.021112,
-0.0051202,-0.00010111,
-0.0020999,-0.024634,
-0.010591,-0.040265,
-0.01306,-0.043431,
-0.011965,-0.034635,
-0.02251,-0.01905,
-0.018165,-0.0079857,
0.0055053,-0.0039001,
0.01075,0.00096955,
0.0045033,0.0070282,
0.01394,0.0098629,
0.019758,0.01179,
0.010397,0.014117,
0.0039098,0.012337,
3.7938e-05,0.0044075,
-0.00080536,-0.0074962,
0.012171,-0.017452,
0.02299,-0.01568,
0.016115,0.00059454,
0.0077792,0.020479,
0.0080194,0.031105,
0.012937,0.02815,
0.02265,0.01623,
0.022483,0.0052096,
0.0062512,-0.00030383,
-0.0016806,-0.0045061,
0.0026001,-0.0090946,
0.0023632,-0.010746,
-0.00012217,-0.0088179,
0.0011627,-0.0053409,
0.0040567,-0.0014829,
0.0034444,0.0021108,
-0.0038464,0.0032711,
-0.0029828,-0.0010692,
0.010233,-0.0078463,
0.0069716,-0.0090699,
-0.0099404,-0.0060118,
-0.0054624,-0.0065512,
0.0089048,-0.0085214,
0.0097535,-0.0055047,
0.013457,0.0019932,
0.024875,0.012235,
0.023956,0.024789,
0.007388,0.033065,
-0.0080516,0.026437,
-0.0058757,0.0025883,
0.0096797,-0.025455,
0.012686,-0.038448,
8.5095e-05,-0.03025,
0.00013446,-0.010547,
0.010819,0.010771,
0.0067582,0.027513,
-0.0014266,0.030869,
0.0050522,0.017254,
0.011493,-0.003541,
0.0046102,-0.019154,
-0.001361,-0.025343,
0.0069223,-0.021992,
0.019664,-0.0077482,
0.016557,0.015061,
-0.00022829,0.033975,
-0.0032586,0.033955,
0.0071902,0.014898,
0.0070561,-0.009449,
0.0051805,-0.027299,
0.010291,-0.031211,
0.0033867,-0.018797,
-0.0032145,0.00051084,
0.013171,0.015387,
0.021354,0.025509,
0.0055444,0.029484,
0.0029103,0.020249,
0.009641,0.0015682,
-0.0031877,-0.015678,
-0.010577,-0.028403,
0.004677,-0.033638,
0.012964,-0.023665,
0.0071073,-0.00065661,
0.0069932,0.022234,
0.01132,0.034308,
0.0096243,0.032256,
0.0051519,0.01731,
0.0034118,-0.0046448,
0.0050211,-0.023786,
0.0051495,-0.031033,
0.0015997,-0.023878,
0.00081878,-0.0078369,
0.0048664,0.0088339,
0.010757,0.020231,
0.013028,0.023998,
0.0042265,0.019533,
-0.0029691,0.005835,
0.0097735,-0.012636,
0.019343,-0.022133,
0.0035985,-0.015576,
-7.028e-05,-0.0025535,
0.02356,0.0095727,
0.024753,0.023901,
-0.00046624,0.034061,
-0.004268,0.0261,
0.011781,0.0030773,
0.01829,-0.017373,
0.01541,-0.022924,
0.0091853,-0.013048,
0.0029807,0.0039165,
0.004747,0.017228,
0.010004,0.021651,
0.010689,0.017839,
0.0058857,0.0082807,
-0.0025194,-0.0044497,
-0.0049615,-0.017767,
-0.0013083,-0.026645,
-0.00048643,-0.025947,
0.0037347,-0.015895,
0.011978,0.00025563,
0.012164,0.017927,
0.0091998,0.029263,
0.010881,0.028375,
0.0071797,0.016761,
-0.0015986,-0.001191,
0.0012204,-0.020165,
0.014106,-0.030157,
0.015199,-0.022186,
-0.00049277,-0.00073634,
-0.0065915,0.017301,
0.0075698,0.02159,
0.012416,0.016351,
-0.0015613,0.0063791,
-0.0077055,-0.0086775,
0.00029916,-0.024238,
0.0066428,-0.030076,
0.0073604,-0.021291,
0.0069334,-0.002354,
0.0098325,0.017246,
0.018407,0.029977,
0.023051,0.034025,
0.017532,0.029934,
0.012568,0.018017,
0.010323,0.0020878,
0.0049659,-0.011625,
0.0046747,-0.018995,
0.014406,-0.016958,
0.020933,-0.0032003,
0.014608,0.017848,
0.0037203,0.033398,
-0.0011863,0.032036,
0.0014855,0.013212,
0.006892,-0.012127,
0.0078523,-0.029697,
0.003888,-0.031533,
-0.0017796,-0.019471,
-0.0051514,-0.0024271,
0.0010985,0.010226,
0.010308,0.015604,
0.0069739,0.015203,
0.00030732,0.0084443,
0.010144,-0.003336,
0.027509,-0.010246,
0.029967,-0.0023804,
0.017483,0.016794,
0.0081451,0.032716,
0.011896,0.034329,
0.01671,0.023022,
0.012019,0.0066087,
0.0085161,-0.0086655,
0.011894,-0.017194,
0.013623,-0.014387,
0.013905,-0.001425,
0.016141,0.015436,
0.010037,0.02869,
-0.0014767,0.029655,
0.0085021,0.01458,
0.028356,-0.0042307,
0.017981,-0.01064,
-0.00094001,-0.0064321,
0.0063887,-0.001318,
0.0072862,0.00422,
-0.0081807,0.0074887,
0.002116,0.0019944,
0.021248,-0.0051742,
0.011815,-0.0034479,
0.0039436,0.0028662,
0.012815,0.0075182,
0.0097588,0.011327,
-0.00078354,0.011281,
0.0012808,0.0037508,
0.0096418,-0.0066485,
0.0096431,-0.011732,
-0.00285,-0.0097378,
-0.010669,-0.0070789,
0.0027242,-0.007872,
0.018017,-0.0062068,
0.016525,0.0032353,
0.010823,0.015563,
0.0061743,0.022524,
0.0025874,0.019002,
0.010772,0.0061593,
0.021431,-0.0060239,
0.016963,-0.0078775,
0.0049093,-0.00098868,
0.0013765,0.0060418,
0.006794,0.0083732,
0.008721,0.0072321,
0.0041902,0.0040704,
0.0092664,-0.00087757,
0.024133,-0.0028267,
0.021536,0.0045892,
0.0059524,0.016276,
0.0076512,0.020763,
0.012175,0.016691,
0.00097086,0.0075752,
5.9677e-05,-0.0060536,
0.012405,-0.017848,
0.0077644,-0.018257,
-0.0069992,-0.0096547,
-0.0061725,-0.002239,
0.0016811,0.0007626,
0.0033268,0.0012861,
0.0056113,0.00026969,
0.0067277,-0.00071298,
-0.00076181,-0.0011717,
-0.0042004,-0.0037511,
0.006005,-0.0081816,
0.010123,-0.0085467,
0.0012754,-0.0033619,
0.0017107,0.0015852,
0.0096538,0.0041691,
0.0087543,0.0062807,
0.0074508,0.0069802,
0.0095811,0.0056171,
0.0047572,0.0034312,
-0.0014371,-0.00054354,
-0.00012247,-0.0068475,
-0.00024848,-0.012195,
-0.0088586,-0.014573,
-0.017646,-0.016721,
-0.013181,-0.021164,
0.0055591,-0.023536,
0.017357,-0.015053,
0.0097608,0.0044792,
-0.0013444,0.022534,
-0.0034076,0.026354,
0.0012158,0.013996,
0.010348,-0.0056973,
0.018412,-0.019305,
0.014878,-0.017553,
8.0696e-05,-0.0039285,
-0.013238,0.0081198,
-0.01281,0.0075976,
0.0022359,-0.0040589,
0.010747,-0.014741,
0.0004518,-0.016362,
0.00047524,-0.012202,
0.018753,-0.0040209,
0.013058,0.010691,
-0.010208,0.022205,
0.0013481,0.017096,
0.02156,0.0030379,
0.0034546,-0.0057083,
-0.0069407,-0.01178,
0.015389,-0.016213,
0.017828,-0.0091216,
-5.4366e-05,0.0065754,
0.0007782,0.016653,
0.0058429,0.016506,
-0.00057816,0.0084801,
-0.00083688,-0.0053312,
0.0076156,-0.018314,
0.017395,-0.02099,
0.019451,-0.0085435,
0.0020931,0.012655,
-0.011882,0.025169,
-0.0012049,0.018415,
0.0084624,0.00056138,
0.0071335,-0.015411,
0.013731,-0.021994,
0.016224,-0.014336,
-0.00016402,0.0035271,
-0.0080272,0.016332,
0.0076261,0.015583,
0.018653,0.0084947,
0.011727,0.0033181,
0.0050748,-6.7239e-05,
0.0065396,-0.0029737,
0.0092181,-0.0037987,
0.014068,-0.0010001,
0.020378,0.0061958,
0.017856,0.016594,
0.0065027,0.024021,
-0.0033691,0.02036,
-0.005981,0.003704,
-0.0011011,-0.018618,
0.0076338,-0.033874,
0.014099,-0.031675,
0.010533,-0.01141,
-0.00067442,0.014717,
-0.0044397,0.02972,
0.001167,0.025896,
0.0060623,0.00842,
0.011806,-0.011461,
0.02019,-0.021693,
0.01894,-0.014877,
0.0077404,0.0041323,
0.0061677,0.021448,
0.013759,0.028546,
0.010379,0.025388,
-0.001241,0.012659,
-0.0044226,-0.0077578,
-0.0034066,-0.027738,
-0.0051947,-0.037987,
0.0023447,-0.034601,
0.015158,-0.016594,
0.010961,0.011598,
-0.00096682,0.034744,
0.0039624,0.038198,
0.015238,0.023487,
0.010738,0.0027628,
0.00069032,-0.015748,
0.0046496,-0.027396,
0.013853,-0.025798,
0.010897,-0.0091373,
0.0061985,0.012983,
0.016336,0.028681,
0.020595,0.035081,
0.0038726,0.031005,
0.0017477,0.012811,
0.023587,-0.010658,
0.026671,-0.020068,
0.0067949,-0.010846,
-0.0034707,0.0037489,
-0.0016276,0.012,
0.004041,0.011061,
0.014991,0.0047378,
0.016058,0.00071638,
-0.00074621,0.00080534,
-0.010861,-0.0020744,
-0.0018208,-0.010474,
0.0053771,-0.01695,
-0.00017444,-0.015852,
0.00041485,-0.0098029,
0.0097115,-0.0014438,
0.0029392,0.0083022,
-0.014849,0.011889,
-0.014182,0.0013102,
0.0016202,-0.017554,
0.0087153,-0.029281,
0.0042123,-0.025726,
-0.00012484,-0.011123,
0.0017545,0.0053834,
0.007178,0.016777,
0.0084109,0.020432,
0.0065595,0.015707,
0.01067,0.0049321,
0.014771,-0.0049246,
0.010912,-0.0079566,
0.010079,-0.0044725,
0.015634,0.0033419,
0.01151,0.013409,
-0.00029777,0.019106,
0.0014806,0.013614,
0.012768,0.00084664,
0.016743,-0.0084164,
0.016336,-0.0081506,
0.013561,0.00077101,
0.011119,0.012441,
0.022525,0.020843,
0.032164,0.026962,
0.01373,0.031393,
-0.0054453,0.024838,
-0.00033881,0.0032668,
-0.0019097,-0.021478,
-0.015316,-0.038755,
-0.0093302,-0.045777,
0.010474,-0.037392,
0.018549,-0.010443,
0.0082418,0.024815,
-0.0064947,0.04737,
-0.0046305,0.041795,
0.0057496,0.013062,
0.001672,-0.020314,
-0.0054492,-0.044021,
0.00040714,-0.050325,
0.0042002,-0.035368,
-0.00071583,-0.0059787,
-0.0016863,0.021554,
0.0045402,0.03434,
0.0099716,0.030119,
0.0051073,0.013918,
-0.0015992,-0.0078678,
0.0095018,-0.027128,
0.028329,-0.030413,
0.027442,-0.0097539,
0.0090381,0.023464,
-0.00061471,0.045677,
0.0051788,0.043192,
0.0082098,0.020654,
0.0040749,-0.0089576,
0.0063284,-0.032861,
0.0087705,-0.039731,
-0.0017857,-0.02694,
-0.0074328,-0.0057136,
0.0020269,0.011461,
0.0080003,0.020473,
0.0107,0.020524,
0.01182,0.013556,
-0.00083168,0.003084,
-0.0069883,-0.010844,
0.0077595,-0.023763,
0.011532,-0.02439,
-0.0010395,-0.011685,
-0.0020254,0.0030576,
0.002789,0.012177,
0.0024486,0.013644,
0.0068183,0.0076506,
0.0079183,-0.00095623,
-0.00012197,-0.0079773,
-0.0012511,-0.013218,
0.0074612,-0.014755,
0.012785,-0.0086479,
0.0081302,0.0039916,
0.0016364,0.015093,
0.0051424,0.01724,
0.013266,0.011399,
0.015831,0.0039992,
0.020497,0.00018223,
0.02622,0.0035688,
0.014674,0.013897,
-0.00053908,0.02113,
0.0080588,0.016424,
0.021072,0.0059374,
0.014706,-0.00023725,
0.0083429,-0.0016054,
0.010729,-0.00043352,
0.005787,0.0029049,
0.0042537,0.0050007,
0.012078,0.0045743,
0.0052267,0.0044272,
-0.0019546,0.0020134,
0.011322,-0.0036394,
0.012304,-0.0051318,
0.0033519,-0.0015592,
0.021686,0.002851,
0.033195,0.01294,
0.00879,0.027593,
-0.00015486,0.030813,
0.019819,0.018312,
0.027767,0.0043314,
0.023583,-0.00093613,
0.018949,0.0029972,
0.010552,0.011268,
0.0090627,0.016489,
0.013992,0.015726,
0.013182,0.011398,
0.0090573,0.0056131,
0.0059002,-0.00069037,
0.0079743,-0.005918,
0.01327,-0.0067769,
0.005399,-0.001402,
-0.0048632,0.0040461,
0.0055411,0.0034373,
0.0099552,0.0011454,
-0.010692,-0.00058579,
-0.020441,-0.0089118,
-0.0083835,-0.023658,
-0.0011813,-0.033301,
0.003971,-0.030134,
0.020939,-0.013435,
0.02543,0.014974,
-0.0015023,0.042457,
-0.022826,0.045476,
-0.0081239,0.015763,
0.012899,-0.025292,
0.011259,-0.049507,
-0.00048889,-0.046962,
-0.0063869,-0.025353,
-0.0066702,0.0012379,
-0.0029815,0.019985,
0.0052048,0.024692,
0.013056,0.017677,
0.0078391,0.0058716,
-0.0035974,-0.0070986,
0.0086419,-0.019086,
0.031961,-0.019437,
0.025095,9.9788e-05,
0.0048946,0.026816,
0.0062887,0.040169,
0.010916,0.034739,
0.0052187,0.015651,
0.010676,-0.0090298,
0.017334,-0.025415,
0.0013741,-0.024585,
-0.013656,-0.014366,
-0.0045718,-0.0060024,
0.010616,0.00021986,
0.013115,0.0078079,
0.0054592,0.014492,
-0.00029047,0.014178,
-0.00026439,0.0049505,
-0.0019001,-0.0086272,
-0.0020917,-0.020696,
0.0054382,-0.02564,
0.0073792,-0.018705,
0.0043485,-0.0029462,
0.016298,0.013304,
0.025774,0.027344,
0.012094,0.036297,
0.0024216,0.031227,
0.00547,0.011306,
-0.00092117,-0.012945,
-0.0065443,-0.032581,
-0.00060312,-0.040919,
-0.0052462,-0.03316,
-0.015724,-0.01592,
-0.0043375,-0.0012259,
0.015187,0.0089773,
0.018673,0.018153,
0.01443,0.024233,
0.0099818,0.022979,
0.0038518,0.013268,
0.0049354,-0.0022913,
0.010329,-0.015799,
0.0043037,-0.019404,
-0.00084394,-0.014365,
0.013382,-0.0051149,
0.031306,0.0097252,
0.035791,0.030522,
0.025558,0.049404,
0.0057958,0.053052,
-0.0021783,0.03249,
0.0085922,-0.004433,
0.014838,-0.035618,
0.01404,-0.044318,
0.017958,-0.027748,
0.013148,0.0059698,
0.0037324,0.037962,
0.014335,0.050448,
0.027616,0.043053,
0.018973,0.025502,
0.004608,0.0033962,
0.0011116,-0.018781,
0.0057169,-0.032603,
0.010598,-0.030433,
0.011255,-0.012235,
0.015606,0.013253,
0.020963,0.035758,
0.0089467,0.046635,
-0.0046951,0.036772,
0.0053101,0.0069242,
0.013456,-0.024351,
0.0019703,-0.039679,
-0.0039025,-0.037129,
0.00080334,-0.021409,
0.002924,0.00074683,
0.0047256,0.019886,
0.0061559,0.028296,
0.0044532,0.023313,
0.0033797,0.0074225,
0.00046101,-0.011976,
-0.0028868,-0.027013,
0.0045422,-0.032044,
0.01248,-0.022384,
0.0053689,-0.00053988,
0.00096662,0.020171,
0.0093409,0.028818,
0.0097253,0.025062,
0.00091058,0.011556,
-0.0031817,-0.0082423,
-0.0081403,-0.027029,
-0.0053627,-0.038175,
