"Force","Voltage","Acceleration1","Acceleration2","Acceleration3","Fs",
-4.4811,0.012244,0.29398,0.64292,0.62776,,
-3.5693,0.0099767,0.26336,0.56315,0.55378,,
-2.5359,0.0075386,0.23209,0.46937,0.45681,,
-1.4562,0.0049985,0.19256,0.37684,0.37254,,
-0.51204,0.0024518,0.15499,0.28523,0.28575,,
0.47251,-1.2151e-05,0.11234,0.1852,0.1834,,
1.2843,-0.0022957,0.06449,0.085428,0.080804,,
1.9647,-0.0043206,0.018555,-0.014997,-0.023343,,
2.6073,-0.0060111,-0.031658,-0.11639,-0.11061,,
2.9651,-0.0073193,-0.076844,-0.21592,-0.21392,,
3.1687,-0.0081726,-0.12129,-0.31424,-0.31292,,
3.1653,-0.0085489,-0.1797,-0.40306,-0.39205,,
2.8227,-0.008449,-0.23216,-0.48945,-0.48219,,
2.3431,-0.0078565,-0.27973,-0.57388,-0.57114,,
1.5821,-0.0067939,-0.32923,-0.64749,-0.63913,,
0.64332,-0.0053241,-0.36682,-0.71814,-0.70509,,
-0.31585,-0.0034936,-0.40611,-0.78197,-0.76794,,
-1.4731,-0.0013874,-0.45214,-0.83855,-0.81487,,
-2.6375,0.00091479,-0.47822,-0.88429,-0.86311,,
-3.8013,0.0033167,-0.50994,-0.91243,-0.88705,,
-5.0542,0.0057117,-0.52491,-0.93361,-0.90692,,
-6.1154,0.0080088,-0.5321,-0.94565,-0.91423,,
-7.0965,0.010093,-0.54227,-0.94137,-0.90333,,
-7.92,0.011872,-0.52974,-0.92496,-0.89064,,
-8.3892,0.013265,-0.51505,-0.89769,-0.85521,,
-8.6962,0.014193,-0.49052,-0.85348,-0.81343,,
-8.6593,0.014609,-0.44921,-0.80024,-0.76591,,
-8.3033,0.014469,-0.41885,-0.73379,-0.693,,
-7.7649,0.013757,-0.37047,-0.65512,-0.61998,,
-6.8402,0.012468,-0.31788,-0.56937,-0.53331,,
-5.709,0.010645,-0.26107,-0.46752,-0.43491,,
-4.3382,0.008325,-0.18687,-0.3555,-0.33902,,
-2.6129,0.0055771,-0.12252,-0.24422,-0.22613,,
-0.82714,0.0024912,-0.045724,-0.129,-0.1142,,
1.1392,-0.00083779,0.036605,-0.0091932,-0.010774,,
3.1737,-0.0042998,0.10752,0.1099,0.11672,,
5.069,-0.0077593,0.19167,0.22856,0.22553,,
6.9905,-0.01111,0.2611,0.34685,0.32561,,
8.7048,-0.014213,0.31266,0.45881,0.4391,,
10.2007,-0.016947,0.3796,0.56259,0.53008,,
11.5786,-0.019215,0.438,0.65473,0.61806,,
12.5412,-0.020901,0.49219,0.73871,0.69504,,
13.2175,-0.021929,0.53704,0.8076,0.761,,
13.5312,-0.022237,0.55359,0.86505,0.81834,,
13.3248,-0.021799,0.57256,0.91104,0.85784,,
12.7889,-0.020584,0.58824,0.94387,0.88633,,
11.7891,-0.018606,0.57738,0.96884,0.92285,,
10.3924,-0.015897,0.5756,0.96691,0.91925,,
8.7788,-0.012512,0.54548,0.95452,0.90489,,
6.7438,-0.0085526,0.51224,0.93149,0.88825,,
4.5008,-0.0041046,0.47961,0.88796,0.85054,,
2.0779,0.00070903,0.43568,0.83298,0.80146,,
-0.59769,0.0057483,0.38567,0.7707,0.73957,,
-3.2387,0.01087,0.31992,0.69903,0.67828,,
-5.9377,0.015929,0.2501,0.62643,0.61471,,
-8.5521,0.020774,0.19401,0.53905,0.52361,,
-10.8694,0.025253,0.12702,0.44785,0.44089,,
-13.0499,0.029236,0.054848,0.35891,0.36368,,
-14.8622,0.032591,-0.011014,0.25875,0.26456,,
-16.3135,0.035211,-0.077367,0.15876,0.16604,,
-17.4795,0.037009,-0.13087,0.061193,0.072664,,
-18.1168,0.03793,-0.18814,-0.029365,-0.010534,,
-18.3672,0.037919,-0.24149,-0.11712,-0.097205,,
-18.1552,0.036968,-0.28078,-0.20353,-0.18818,,
-17.3512,0.035094,-0.32269,-0.27885,-0.26121,,
-16.201,0.032323,-0.35376,-0.35121,-0.32561,,
-14.581,0.028737,-0.36229,-0.42148,-0.40306,,
-12.579,0.024411,-0.37512,-0.47891,-0.46017,,
-10.3718,0.019454,-0.37658,-0.53076,-0.5108,,
-7.8164,0.013999,-0.37846,-0.57471,-0.55653,,
-5.1354,0.0081615,-0.3749,-0.6097,-0.59508,,
-2.3456,0.0021166,-0.35631,-0.63796,-0.62584,,
0.62389,-0.0040033,-0.33951,-0.65867,-0.64033,,
3.4716,-0.010039,-0.32277,-0.67028,-0.65721,,
6.2684,-0.015826,-0.2906,-0.68091,-0.67109,,
8.9074,-0.021238,-0.27125,-0.67969,-0.6669,,
11.1845,-0.026133,-0.24013,-0.67021,-0.65936,,
13.2571,-0.030403,-0.20672,-0.65989,-0.65242,,
14.9177,-0.033927,-0.18221,-0.63998,-0.628,,
16.2031,-0.036637,-0.15188,-0.61374,-0.61124,,
17.201,-0.038467,-0.13408,-0.5842,-0.57736,,
17.6632,-0.039386,-0.10914,-0.54939,-0.54025,,
17.7361,-0.039361,-0.07814,-0.51107,-0.50781,,
17.3881,-0.038416,-0.063659,-0.46948,-0.45873,,
16.5042,-0.036582,-0.044735,-0.42105,-0.41719,,
15.3175,-0.033903,-0.031913,-0.37431,-0.36847,,
13.7035,-0.03046,-0.024608,-0.3215,-0.30921,,
11.7658,-0.026332,-0.0058204,-0.26511,-0.25881,,
9.6882,-0.021626,0.0039428,-0.20983,-0.1998,,
7.3004,-0.016462,0.011699,-0.15217,-0.13563,,
4.8162,-0.010955,0.023397,-0.093144,-0.081044,,
2.2667,-0.0052564,0.023341,-0.031781,-0.015921,,
-0.43315,0.00051539,0.03549,0.02945,0.04549,,
-2.9991,0.0062243,0.043295,0.088243,0.10678,,
-5.5386,0.011731,0.049185,0.15073,0.17047,,
-7.9148,0.016908,0.064396,0.2111,0.22625,,
-9.9447,0.021651,0.074107,0.26958,0.28934,,
-11.8166,0.025848,0.088375,0.33355,0.35027,,
-13.3147,0.029409,0.10462,0.39297,0.40546,,
-14.4675,0.032257,0.11657,0.44838,0.46328,,
-15.3685,0.03433,0.13249,0.50578,0.51056,,
-15.8011,0.035608,0.1471,0.55544,0.55545,,
-15.9265,0.036066,0.15999,0.60309,0.60478,,
-15.6709,0.035688,0.18459,0.64562,0.63686,,
-14.9155,0.03451,0.19778,0.68167,0.66439,,
-13.9129,0.032578,0.20862,0.71349,0.69312,,
-12.5469,0.029932,0.22647,0.73532,0.70557,,
-10.8911,0.026666,0.23943,0.74984,0.71443,,
-9.1121,0.02286,0.25709,0.75631,0.71407,,
-7.0541,0.018612,0.26442,0.75187,0.70401,,
-4.9399,0.014042,0.26085,0.73941,0.68989,,
-2.7662,0.0092719,0.26732,0.712,0.65038,,
-0.45231,0.004422,0.26444,0.6734,0.6098,,
1.7196,-0.00039137,0.25768,0.62549,0.56383,,
3.848,-0.0050343,0.25179,0.5599,0.49572,,
5.8319,-0.0094083,0.23024,0.48604,0.42473,,
7.4869,-0.013391,0.2095,0.40575,0.34333,,
8.9883,-0.016899,0.18048,0.31591,0.26145,,
10.1343,-0.019854,0.14892,0.2178,0.17131,,
10.9635,-0.022195,0.11718,0.11245,0.066679,,
11.6087,-0.023876,0.067942,0.0030433,-0.026456,,
11.8122,-0.024874,0.021159,-0.10899,-0.12989,,
11.76,-0.025196,-0.023687,-0.22729,-0.24205,,
11.3933,-0.024853,-0.071507,-0.34415,-0.34812,,
10.6237,-0.023889,-0.12194,-0.45404,-0.44736,,
9.6846,-0.022363,-0.17208,-0.56475,-0.54636,,
8.4527,-0.020351,-0.22397,-0.66706,-0.63877,,
7.0504,-0.017943,-0.26417,-0.75823,-0.71958,,
5.661,-0.015232,-0.30955,-0.83887,-0.78673,,
4.106,-0.012336,-0.35029,-0.9064,-0.84192,,
2.6081,-0.0093557,-0.3778,-0.96354,-0.89495,,
1.1733,-0.0064258,-0.40792,-1.0071,-0.92727,,
-0.26769,-0.0036278,-0.42409,-1.0333,-0.94439,,
-1.4492,-0.0010704,-0.43541,-1.0441,-0.95337,,
-2.53,0.0011566,-0.44164,-1.0363,-0.93889,,
-3.3795,0.002977,-0.43302,-1.0105,-0.9171,,
-3.8337,0.0043259,-0.42082,-0.96722,-0.87496,,
-4.1132,0.0051767,-0.39643,-0.90602,-0.81738,,
-4.0465,0.0055094,-0.35652,-0.83236,-0.74939,,
-3.6837,0.005314,-0.32141,-0.74049,-0.65936,,
-3.1783,0.0046133,-0.26902,-0.63478,-0.56587,,
-2.3404,0.0034475,-0.21208,-0.52005,-0.46232,,
-1.3658,0.0018759,-0.15364,-0.39381,-0.34441,,
-0.22586,-3.464e-05,-0.078769,-0.26067,-0.22721,,
1.1723,-0.002201,-0.0071526,-0.12639,-0.10008,,
2.5535,-0.0045399,0.062545,0.014875,0.030765,,
4.0333,-0.0069601,0.13442,0.15379,0.1555,,
5.4991,-0.0093659,0.19741,0.2915,0.28467,,
6.7853,-0.01168,0.26965,0.42552,0.39875,,
8.0469,-0.013802,0.33268,0.55173,0.5193,,
9.0997,-0.015693,0.38921,0.67064,0.62764,,
9.9722,-0.017276,0.44573,0.7795,0.71826,,
10.7923,-0.018527,0.48646,0.8704,0.80637,,
11.3052,-0.019421,0.5227,0.94998,0.87257,,
11.667,-0.01995,0.55748,1.0131,0.92787,,
11.8415,-0.02014,0.57449,1.0582,0.97276,,
11.7102,-0.020013,0.58918,1.0881,0.9997,,
11.5056,-0.019616,0.59101,1.1026,1.0096,,
11.0855,-0.019003,0.58105,1.0997,1.0126,,
10.5309,-0.018241,0.57611,1.0797,0.98952,,
10.0582,-0.017402,0.55523,1.0441,0.95553,,
9.4443,-0.016541,0.52903,0.99147,0.91255,,
8.9017,-0.015752,0.49874,0.91981,0.84623,,
8.3961,-0.015082,0.45847,0.84016,0.7768,,
7.8264,-0.014574,0.42172,0.74795,0.69061,,
7.4273,-0.014271,0.37292,0.64616,0.59544,,
7.053,-0.014201,0.31832,0.54016,0.49943,,
6.7738,-0.014352,0.26798,0.42366,0.38547,,
6.7253,-0.01473,0.21107,0.30113,0.27797,,
6.6543,-0.015288,0.15402,0.17858,0.16364,,
6.7127,-0.015978,0.10538,0.05132,0.046807,,
6.8153,-0.016744,0.046743,-0.071245,-0.065481,,
6.8054,-0.017512,-0.0081457,-0.18961,-0.18292,,
6.8575,-0.018192,-0.068963,-0.30555,-0.2903,,
6.7576,-0.018695,-0.12916,-0.4156,-0.39037,,
6.5383,-0.018932,-0.17264,-0.5218,-0.49716,,
6.3039,-0.018824,-0.22929,-0.6208,-0.58287,,
5.7909,-0.018306,-0.28443,-0.70906,-0.66475,,
5.1214,-0.017287,-0.33245,-0.78929,-0.75022,,
4.2397,-0.015756,-0.38463,-0.85702,-0.81116,,
2.995,-0.013667,-0.4217,-0.91503,-0.8667,,
1.6084,-0.011033,-0.45952,-0.96275,-0.90992,,
-0.082695,-0.0078545,-0.49879,-0.9968,-0.93948,,
-1.9697,-0.0041958,-0.5295,-1.0189,-0.96379,,
-3.8922,-0.00012228,-0.56172,-1.0279,-0.96929,,
-6.0118,0.0042792,-0.58283,-1.026,-0.96247,,
-8.1445,0.0089094,-0.59228,-1.0147,-0.95253,,
-10.2933,0.013638,-0.60266,-0.98575,-0.92129,,
-12.5004,0.018336,-0.59917,-0.94722,-0.88155,,
-14.4926,0.022863,-0.59156,-0.8948,-0.83187,,
-16.3674,0.027081,-0.57989,-0.82659,-0.76207,,
-17.9986,0.030869,-0.54943,-0.7486,-0.69001,,
-19.1915,0.034099,-0.51811,-0.66057,-0.60082,,
-20.1359,0.036673,-0.47753,-0.55996,-0.50218,,
-20.64,0.038516,-0.42471,-0.45248,-0.39935,,
-20.742,0.039573,-0.3712,-0.33812,-0.28383,,
-20.5476,0.039815,-0.30688,-0.21199,-0.16999,,
-19.8617,0.039254,-0.24028,-0.087217,-0.053989,,
-18.8727,0.037927,-0.17719,0.043409,0.069552,,
-17.5401,0.035891,-0.10134,0.17279,0.18316,,
-15.7967,0.033249,-0.031103,0.29965,0.29928,,
-13.9194,0.030107,0.042293,0.42554,0.41827,,
-11.8197,0.026611,0.11584,0.54488,0.52062,,
-9.6461,0.022919,0.18022,0.6587,0.6195,,
-7.5934,0.01919,0.23836,0.76353,0.70988,,
-5.5382,0.015594,0.29239,0.8485,0.78482,,
-3.7341,0.012283,0.33758,0.92223,0.85377,,
-2.1856,0.0094227,0.38796,0.97617,0.89783,,
-0.82148,0.0071425,0.41753,1.014,0.93482,,
0.062989,0.0055594,0.43442,1.0386,0.95577,,
0.60135,0.004763,0.44522,1.0432,0.95433,,
0.69806,0.0048025,0.43981,1.0301,0.94727,,
0.22509,0.005708,0.43104,1.0016,0.92165,,
-0.61085,0.0074662,0.40886,0.95002,0.87807,,
-1.9524,0.010036,0.37105,0.88551,0.81965,,
-3.6618,0.013333,0.33253,0.80412,0.74567,,
-5.5689,0.017242,0.27898,0.71156,0.66643,,
-7.8331,0.021641,0.21978,0.60923,0.57509,,
-10.2028,0.026354,0.16357,0.49734,0.4695,,
-12.6389,0.031204,0.088626,0.38397,0.36895,,
-15.1852,0.036004,0.021702,0.26577,0.26121,,
-17.5256,0.040565,-0.049383,0.14435,0.15012,,
-19.7344,0.044701,-0.1222,0.028748,0.048602,,
-21.6483,0.048232,-0.18155,-0.084102,-0.059256,,
-23.0565,0.051,-0.24874,-0.19227,-0.15359,,
-24.1064,0.052855,-0.30157,-0.28875,-0.24696,,
-24.588,0.053698,-0.3389,-0.37584,-0.33088,,
-24.5259,0.053456,-0.37827,-0.45127,-0.39528,,
-24.013,0.052065,-0.39802,-0.51465,-0.464,,
-22.8268,0.049528,-0.41723,-0.56554,-0.5126,,
-21.1582,0.045866,-0.42929,-0.60263,-0.54576,,
-18.9642,0.041153,-0.41955,-0.62819,-0.58119,,
-16.1674,0.035474,-0.40768,-0.64002,-0.5946,,
-13.0477,0.028961,-0.3839,-0.63657,-0.59508,,
-9.515,0.021769,-0.35195,-0.62307,-0.5928,,
-5.7217,0.014053,-0.32114,-0.59781,-0.57736,,
-1.8816,0.0060176,-0.2759,-0.56706,-0.55581,,
2.1231,-0.0021534,-0.22961,-0.52806,-0.52493,,
6.0155,-0.010247,-0.18031,-0.48172,-0.48219,,
9.7859,-0.018084,-0.12218,-0.43424,-0.44676,,
13.4698,-0.025473,-0.073033,-0.38169,-0.3984,,
16.7556,-0.032257,-0.022317,-0.32626,-0.34788,,
19.7497,-0.038269,0.034862,-0.27163,-0.30191,,
22.3002,-0.043402,0.08331,-0.2172,-0.24995,,
24.2532,-0.047549,0.13422,-0.16594,-0.20051,,
25.7839,-0.050647,0.17392,-0.11735,-0.15203,,
26.6979,-0.052656,0.20515,-0.071695,-0.10606,,
27.0778,-0.053577,0.23963,-0.032022,-0.067876,,
27.0644,-0.053427,0.26448,0.0037838,-0.023822,,
26.452,-0.052257,0.27911,0.039122,0.015682,,
25.4494,-0.050146,0.29238,0.066499,0.044772,,
24.0453,-0.0472,0.29126,0.09065,0.07865,,
22.1667,-0.043521,0.29344,0.11284,0.10247,,
20.0922,-0.039245,0.28807,0.12924,0.12486,,
17.7174,-0.034518,0.27785,0.14524,0.14641,,
15.1953,-0.029483,0.27217,0.15788,0.15778,,
12.7281,-0.024284,0.25353,0.16624,0.17741,,
10.1512,-0.019064,0.23635,0.17509,0.19273,,
7.696,-0.013952,0.22437,0.18074,0.19968,,
5.3665,-0.0090881,0.2077,0.18778,0.21261,,
3.0962,-0.0045716,0.19142,0.19511,0.22015,,
1.1342,-0.00050366,0.17551,0.19944,0.23104,,
-0.64569,0.0030288,0.16024,0.20679,0.2405,,
-2.1412,0.0059765,0.15994,0.21275,0.24337,,
-3.2037,0.0082923,0.15179,0.21874,0.25546,,
-4.0487,0.0099447,0.14589,0.22924,0.26683,,
-4.5137,0.010933,0.1442,0.23731,0.26839,,
-4.6684,0.011256,0.13542,0.24938,0.28084,,
-4.6361,0.010943,0.14087,0.26004,0.28742,,
-4.2205,0.010024,0.1449,0.2693,0.29461,,
-3.6297,0.0085588,0.14493,0.27876,0.30107,,
-2.804,0.0065948,0.15249,0.28758,0.29844,,
-1.6571,0.0042035,0.15082,0.29375,0.30203,,
-0.4475,0.0014377,0.15752,0.30091,0.30311,,
0.9543,-0.0016112,0.16843,0.30181,0.29185,,
2.4546,-0.004881,0.16177,0.30315,0.28754,,
3.9062,-0.0083056,0.15822,0.29943,0.27653,,
5.4614,-0.011799,0.15057,0.29014,0.25869,,
6.9326,-0.015296,0.14336,0.27721,0.2387,,
8.363,-0.018732,0.14442,0.25484,0.20686,,
9.859,-0.022055,0.13404,0.226,0.17538,,
11.1634,-0.025207,0.11988,0.19188,0.13731,,
12.4283,-0.028145,0.10896,0.1501,0.090501,,
13.56,-0.030812,0.08623,0.10532,0.046926,,
14.4372,-0.033195,0.073665,0.055298,-0.0038307,,
15.2522,-0.035257,0.054703,-0.0021023,-0.056144,,
15.8283,-0.036979,0.030612,-0.063374,-0.11001,,
16.2425,-0.038346,0.012694,-0.12755,-0.17657,,
16.6138,-0.039343,-0.011291,-0.19665,-0.23451,,
16.714,-0.03998,-0.034158,-0.2637,-0.29748,,
16.7173,-0.04025,-0.051001,-0.33474,-0.365,,
16.5704,-0.040169,-0.078607,-0.40265,-0.41755,,
16.1581,-0.039748,-0.10145,-0.46607,-0.47238,,
15.6958,-0.038999,-0.124,-0.52561,-0.52744,,
15.0221,-0.037934,-0.14926,-0.5751,-0.56228,,
14.2403,-0.036597,-0.16137,-0.62226,-0.6043,,
13.4831,-0.034985,-0.18293,-0.66301,-0.63494,,
12.557,-0.033147,-0.19724,-0.69361,-0.65864,,
11.6058,-0.031087,-0.20337,-0.71577,-0.67564,,
10.5897,-0.028847,-0.21563,-0.72755,-0.6754,,
9.401,-0.026439,-0.21504,-0.72684,-0.67397,,
8.2646,-0.023891,-0.2204,-0.71739,-0.65936,,
7.0244,-0.021229,-0.22297,-0.69132,-0.63147,,
5.7608,-0.018462,-0.21075,-0.65843,-0.60142,,
4.6152,-0.015612,-0.20118,-0.61681,-0.55378,,
3.3478,-0.012688,-0.18524,-0.56167,-0.49931,,
2.1508,-0.0097201,-0.16411,-0.49934,-0.4385,,
0.95436,-0.0067103,-0.14755,-0.42712,-0.36404,,
-0.36547,-0.0036608,-0.1197,-0.34623,-0.29425,,
-1.5957,-0.00058671,-0.094293,-0.26059,-0.21045,,
-2.9007,0.002502,-0.06742,-0.16697,-0.11672,,
-4.1938,0.0055964,-0.033169,-0.072544,-0.034237,,
-5.3528,0.0086942,-0.0085898,0.02402,0.059735,,
-6.6135,0.011774,0.02032,0.12504,0.15299,,
-7.7968,0.014839,0.054351,0.22338,0.24002,,
-8.9608,0.017861,0.080587,0.31948,0.33052,,
-10.2195,0.020827,0.10735,0.41446,0.41731,,
-11.365,0.023723,0.12916,0.50304,0.50015,,
-12.5467,0.026524,0.14495,0.58938,0.57712,,
-13.6881,0.029209,0.16527,0.66405,0.64356,,
-14.6486,0.03174,0.18106,0.72936,0.70162,,
-15.6356,0.034093,0.18857,0.79203,0.75693,,
-16.4796,0.036243,0.19962,0.83607,0.79356,,
-17.2301,0.03816,0.19684,0.87336,0.82444,,
-17.9896,0.039811,0.19536,0.90078,0.8442,,
-18.5336,0.041166,0.19076,0.91091,0.84874,,
-19.0414,0.042227,0.17654,0.91159,0.84922,,
-19.4203,0.042944,0.16709,0.89887,0.82468,,
-19.5189,0.043322,0.14692,0.87084,0.80086,,
-19.5682,0.043349,0.12339,0.83224,0.76243,,
-19.4018,0.04303,0.099556,0.77935,0.70701,,
-19.0922,0.04237,0.069412,0.71534,0.65146,,
-18.7572,0.041377,0.041253,0.64362,0.57401,,
-18.2018,0.040096,0.0077732,0.55919,0.49309,,
-17.6147,0.038547,-0.032987,0.4664,0.41085,,
-16.9197,0.036755,-0.061499,0.36253,0.30634,,
-16.006,0.034763,-0.097706,0.25455,0.20758,,
-15.1279,0.032631,-0.138,0.1434,0.10666,,
-14.1303,0.030386,-0.16984,0.027819,-0.0033519,,
-13.1044,0.028083,-0.21356,-0.084059,-0.10463,,
-12.1942,0.02577,-0.24284,-0.19919,-0.21332,,
-11.1836,0.023473,-0.27718,-0.31054,-0.31161,,
-10.2813,0.021236,-0.31062,-0.41955,-0.40546,,
-9.411,0.019092,-0.332,-0.52297,-0.50578,,
-8.4517,0.017054,-0.36056,-0.61625,-0.58622,,
-7.6349,0.015127,-0.38023,-0.69958,-0.66176,,
-6.7912,0.013321,-0.39396,-0.77473,-0.7276,,
-5.9825,0.011619,-0.40829,-0.83512,-0.77919,,
-5.3172,0.010017,-0.4174,-0.87985,-0.82193,,
-4.5708,0.0084811,-0.4239,-0.91669,-0.84934,,
-3.8929,0.0069697,-0.42731,-0.93615,-0.86443,,
-3.1879,0.0054496,-0.41075,-0.94215,-0.87125,,
-2.3136,0.0038877,-0.39418,-0.93479,-0.86012,,
-1.4416,0.0022307,-0.37134,-0.91018,-0.83378,,
-0.44091,0.00046131,-0.34081,-0.87189,-0.80146,,
0.64332,-0.0014664,-0.31013,-0.81823,-0.74783,,
1.7247,-0.0035876,-0.26293,-0.74721,-0.68271,,
3.0116,-0.005903,-0.21482,-0.66875,-0.60968,,
4.3315,-0.008423,-0.16068,-0.57944,-0.52158,,
5.7546,-0.011127,-0.099361,-0.48078,-0.43167,,
7.3954,-0.014002,-0.037902,-0.37388,-0.32848,,
8.9953,-0.017,0.031658,-0.25884,-0.22122,,
10.6863,-0.020052,0.10679,-0.14223,-0.11612,,
12.378,-0.023107,0.17369,-0.018932,0.0015562,,
13.9101,-0.026082,0.2423,0.10612,0.11624,,
15.4293,-0.028877,0.30147,0.22672,0.22589,,
16.717,-0.031386,0.35771,0.34461,0.3377,,
17.8055,-0.033518,0.41704,0.45811,0.43527,,
18.7733,-0.035172,0.46085,0.56296,0.53319,,
19.3274,-0.036242,0.49965,0.66112,0.61244,,
19.6116,-0.036651,0.52922,0.74512,0.68414,,
19.5132,-0.036327,0.54578,0.81346,0.74939,,
18.8913,-0.035202,0.55505,0.86984,0.79212,,
17.9379,-0.033268,0.5516,0.90898,0.82612,,
16.4847,-0.030499,0.53329,0.93338,0.84803,,
14.6129,-0.026913,0.5137,0.94169,0.84611,,
12.477,-0.022553,0.47675,0.92885,0.83713,,
9.8613,-0.017493,0.43509,0.8998,0.81487,,
6.9924,-0.011826,0.39128,0.85317,0.76914,,
3.8882,-0.005672,0.3339,0.79069,0.71754,,
0.50652,0.00080138,0.27656,0.71362,0.64679,,
-2.8824,0.0074661,0.20793,0.62397,0.56755,,
-6.3544,0.014134,0.13178,0.52487,0.48459,,
-9.7399,0.020621,0.067413,0.41651,0.38475,,
-12.8204,0.026752,-0.0059644,0.30621,0.28766,,
-15.746,0.032357,-0.078128,0.19325,0.19046,,
-18.2482,0.037254,-0.1426,0.073451,0.083677,,
-20.3334,0.041316,-0.20976,-0.04021,-0.015921,,
-22.0492,0.044404,-0.26259,-0.14995,-0.11612,,
-23.1335,0.046428,-0.31274,-0.25625,-0.20937,,
-23.7391,0.047314,-0.35709,-0.34973,-0.29353,,
-23.7557,0.047048,-0.38539,-0.43326,-0.37433,,
-23.0675,0.04562,-0.41345,-0.50428,-0.43814,,
-21.9216,0.043081,-0.42931,-0.56114,-0.49225,,
-20.1865,0.039512,-0.4329,-0.60748,-0.54085,,
-17.9812,0.035003,-0.43581,-0.64068,-0.57138,,
-15.4991,0.029717,-0.42526,-0.66047,-0.59759,,
-12.6009,0.023803,-0.40998,-0.6712,-0.61244,,
-9.5631,0.01746,-0.38752,-0.66849,-0.61387,,
-6.3968,0.010883,-0.35371,-0.65296,-0.61304,,
-3.0753,0.0042746,-0.32492,-0.62982,-0.59544,,
0.073149,-0.002173,-0.29234,-0.59651,-0.57174,,
3.1227,-0.0082429,-0.25434,-0.55745,-0.54612,,
5.904,-0.013767,-0.22288,-0.5129,-0.50697,,
8.2532,-0.018588,-0.18196,-0.46638,-0.46855,,
10.2996,-0.022568,-0.14928,-0.41818,-0.4276,,
11.795,-0.025607,-0.12035,-0.3672,-0.37948,,
12.8103,-0.027638,-0.085328,-0.31773,-0.34249,,
13.4506,-0.028623,-0.060637,-0.26931,-0.29389,,
13.4879,-0.028578,-0.031624,-0.2216,-0.24648,,
13.1279,-0.027544,-0.0058231,-0.17878,-0.20842,,
12.3233,-0.02559,0.0053243,-0.13834,-0.16209,,
11.0256,-0.022834,0.018285,-0.097609,-0.12198,,
9.4941,-0.019402,0.02695,-0.061997,-0.079009,,
7.6378,-0.01545,0.032393,-0.026899,-0.038188,,
5.6182,-0.011144,0.043848,0.0059873,-0.0076614,,
3.6526,-0.0066618,0.043366,0.033894,0.029568,,
1.5827,-0.0021736,0.047304,0.062314,0.060573,,
-0.31629,0.0021337,0.055779,0.088158,0.087269,,
-2.0497,0.0061105,0.057944,0.11412,0.12115,,
-3.6695,0.009611,0.06681,0.14216,0.1506,,
-4.8925,0.012511,0.069532,0.16808,0.18016,,
-5.8631,0.014724,0.07558,0.19718,0.21261,,
-6.4559,0.016168,0.092239,0.22579,0.23727,,
-6.5399,0.016812,0.10866,0.25283,0.26887,,
-6.3417,0.016658,0.12503,0.28171,0.29485,,
-5.707,0.015726,0.1469,0.30472,0.31256,,
-4.7168,0.014046,0.16606,0.32733,0.33579,,
-3.5305,0.011709,0.1918,0.35042,0.35386,,
-1.9982,0.0088095,0.21505,0.37053,0.37194,,
-0.32802,0.005425,0.23482,0.3913,0.39193,,
1.4932,0.0016999,0.2633,0.40707,0.40115,,
3.5262,-0.0022535,0.28246,0.41828,0.41096,,
5.4802,-0.0063211,0.30425,0.42512,0.41647,,
7.4814,-0.010388,0.33089,0.4245,0.4118,,
9.3963,-0.014354,0.34666,0.42012,0.41049,,
11.0837,-0.018119,0.36545,0.41116,0.39768,,
12.7139,-0.021619,0.37395,0.39636,0.38523,,
14.0743,-0.024787,0.37667,0.3798,0.36966,,
15.2353,-0.027594,0.38572,0.35927,0.34261,,
16.318,-0.030017,0.37913,0.33171,0.32154,,
17.0845,-0.032055,0.36948,0.30363,0.29449,,
17.7236,-0.033718,0.36248,0.26925,0.25714,,
18.1682,-0.035021,0.33842,0.23324,0.22446,,
18.3277,-0.036005,0.32273,0.1961,0.18316,,
18.4315,-0.036709,0.2977,0.15618,0.14293,,
18.3228,-0.037159,0.26591,0.11689,0.10427,,
18.1153,-0.0374,0.2409,0.074484,0.053271,,
17.9446,-0.037454,0.20344,0.031811,0.013048,,
17.5885,-0.037353,0.16959,-0.010308,-0.029928,,
17.2289,-0.037098,0.14009,-0.053439,-0.07853,,
16.8026,-0.036684,0.10181,-0.094244,-0.11552,,
16.1903,-0.036107,0.069909,-0.13606,-0.16161,,
15.5833,-0.035333,0.032715,-0.17966,-0.20446,,
14.7982,-0.034327,-0.0032702,-0.21909,-0.24265,,
13.8944,-0.033042,-0.03031,-0.26011,-0.28718,,
12.9825,-0.031437,-0.067112,-0.29883,-0.31819,,
11.8063,-0.029463,-0.10388,-0.33529,-0.35494,,
10.514,-0.027063,-0.13741,-0.37208,-0.39014,,
9.0233,-0.024212,-0.17402,-0.40466,-0.41647,,
7.2035,-0.020869,-0.20159,-0.43305,-0.44185,,
5.2592,-0.01703,-0.23576,-0.45959,-0.46412,,
3.0262,-0.012706,-0.27275,-0.48113,-0.4798,,
0.60059,-0.0079145,-0.29922,-0.5013,-0.50087,,
-1.8511,-0.0027145,-0.33291,-0.51615,-0.50733,,
-4.5432,0.0028321,-0.3586,-0.52488,-0.50985,,
-7.264,0.0086205,-0.37916,-0.52922,-0.51332,,
-10.0159,0.014534,-0.40863,-0.52801,-0.50278,,
-12.8568,0.020453,-0.4262,-0.5173,-0.49237,,
-15.4961,0.026213,-0.44043,-0.50424,-0.4725,,
